case,Activity,startTime,completeTime,org:resource,fixedCost
181,register,2022/6/15 22:47:25,2022/6/15 22:54:45,Wang,40
181,face collection,2022/6/15 22:54:45,2022/6/15 23:01:00,Zheng,70
181,fingerprint collection,2022/6/15 22:54:45,2022/6/15 22:59:23,Qi,70
181,decide,2022/6/15 23:01:00,2022/6/15 23:06:39,Sun,30
181,pay the fees,2022/6/15 23:10:43,2022/6/15 23:14:30,Liu,20
26,register,2022/6/9 22:19:45,2022/6/9 22:26:21,Wang,40
26,face collection,2022/6/9 22:26:21,2022/6/9 22:32:40,Wu,70
26,fingerprint collection,2022/6/9 22:26:21,2022/6/9 22:31:09,Zheng,70
26,decide,2022/6/9 22:48:33,2022/6/9 22:57:35,Sun,30
26,verify,2022/6/9 22:57:35,2022/6/9 23:02:24,Zhao,40
26,pay the fees,2022/6/9 23:02:24,2022/6/9 23:05:59,Liu,20
180,register,2022/6/15 22:35:36,2022/6/15 22:42:29,Lee,40
180,face collection,2022/6/15 22:42:29,2022/6/15 22:47:33,Wu,70
180,fingerprint collection,2022/6/15 22:42:29,2022/6/15 22:47:15,Qi,70
180,decide,2022/6/15 22:47:33,2022/6/15 22:54:04,Sun,30
180,verify,2022/6/15 22:54:04,2022/6/15 22:59:23,Liu,40
180,pay the fees,2022/6/15 22:59:23,2022/6/15 23:03:14,Gao,20
184,register,2022/6/15 23:27:43,2022/6/15 23:33:30,Lee,40
184,face collection,2022/6/15 23:33:30,2022/6/15 23:40:15,Wu,70
184,fingerprint collection,2022/6/15 23:33:30,2022/6/15 23:38:09,Qi,70
184,decide,2022/6/15 23:40:15,2022/6/15 23:45:25,Sun,30
184,verify,2022/6/15 23:45:25,2022/6/15 23:50:07,Zhao,40
184,pay the fees,2022/6/15 23:50:07,2022/6/15 23:53:56,Liu,20
27,face collection,2022/6/9 22:38:38,2022/6/9 22:44:43,Qi,70
27,fingerprint collection,2022/6/9 22:38:38,2022/6/9 22:42:58,Zheng,70
27,fingerprint collection,2022/6/9 22:43:38,2022/6/9 22:55:58,Zheng,70
27,decide,2022/6/9 22:57:35,2022/6/9 23:07:13,Sun,30
27,retest information,2022/6/9 23:07:13,2022/6/9 23:12:41,Wang,60
27,fingerprint collection,2022/6/9 23:12:41,2022/6/9 23:15:56,Qi,70
27,face collection,2022/6/9 23:12:41,2022/6/9 23:18:35,Wu,70
27,decide,2022/6/9 23:27:00,2022/6/9 23:36:32,Sun,30
27,verify,2022/6/9 23:36:32,2022/6/9 23:41:31,Zhao,40
27,pay the fees,2022/6/9 23:41:31,2022/6/9 23:45:41,Liu,20
30,register,2022/6/9 23:06:08,2022/6/9 23:12:59,Lee,40
30,face collection,2022/6/9 23:12:59,2022/6/9 23:18:37,Zheng,70
30,fingerprint collection,2022/6/9 23:15:56,2022/6/9 23:19:00,Qi,70
30,decide,2022/6/9 23:36:32,2022/6/9 23:43:36,Sun,30
30,verify,2022/6/9 23:43:36,2022/6/9 23:49:20,Gao,40
30,pay the fees,2022/6/9 23:49:20,2022/6/9 23:53:25,Zhao,20
288,face collection,2022/6/20 21:09:59,2022/6/20 21:16:49,Zheng,70
288,fingerprint collection,2022/6/20 21:09:59,2022/6/20 21:14:26,Qi,70
288,decide,2022/6/20 21:16:49,2022/6/20 21:25:26,Sun,30
288,pay the fees,2022/6/20 21:30:52,2022/6/20 21:35:09,Gao,20
37,register,2022/6/10 0:28:46,2022/6/10 0:35:30,Wang,40
37,face collection,2022/6/10 0:35:30,2022/6/10 0:41:36,Wu,70
37,fingerprint collection,2022/6/10 0:35:30,2022/6/10 0:39:34,Qi,70
37,decide,2022/6/10 0:41:36,2022/6/10 0:50:57,Sun,30
37,verify,2022/6/10 0:50:57,2022/6/10 0:56:56,Gao,40
37,pay the fees,2022/6/10 0:56:56,2022/6/10 17:00:51,Zhao,20
38,register,2022/6/10 0:43:01,2022/6/10 0:51:17,Lee,40
38,face collection,2022/6/10 0:51:17,2022/6/10 0:56:34,Zheng,70
38,fingerprint collection,2022/6/10 0:51:17,2022/6/10 0:55:26,Qi,70
38,decide,2022/6/10 0:56:34,2022/6/10 17:05:49,Sun,30
38,verify,2022/6/10 17:05:49,2022/6/10 17:10:39,Liu,40
38,pay the fees,2022/6/10 17:10:39,2022/6/10 17:14:37,Gao,20
16,register,2022/6/9 20:19:48,2022/6/9 20:25:58,Lee,40
16,face collection,2022/6/9 20:25:58,2022/6/9 20:31:40,Wu,70
16,fingerprint collection,2022/6/9 20:25:58,2022/6/9 20:30:56,Qi,70
16,decide,2022/6/9 20:31:40,2022/6/9 20:39:06,Sun,30
16,verify,2022/6/9 20:39:06,2022/6/9 20:43:42,Zhao,40
16,pay the fees,2022/6/9 20:43:42,2022/6/9 20:48:32,Liu,20
289,register,2022/6/20 21:16:53,2022/6/20 21:21:58,Lee,40
289,face collection,2022/6/20 21:21:58,2022/6/20 21:27:20,Wu,70
289,fingerprint collection,2022/6/20 21:21:58,2022/6/20 21:25:05,Qi,70
289,decide,2022/6/20 21:27:20,2022/6/20 21:36:35,Sun,30
289,verify,2022/6/20 21:36:35,2022/6/20 21:42:28,Liu,40
289,pay the fees,2022/6/20 21:42:28,2022/6/20 21:45:30,Zhao,20
17,register,2022/6/9 20:31:44,2022/6/9 20:39:05,Lee,40
17,face collection,2022/6/9 20:39:05,2022/6/9 20:45:30,Wu,70
17,fingerprint collection,2022/6/9 20:39:05,2022/6/9 20:43:28,Zheng,70
17,decide,2022/6/9 20:47:40,2022/6/9 20:55:42,Sun,30
17,retest information,2022/6/9 20:55:42,2022/6/9 21:02:22,Wang,60
17,fingerprint collection,2022/6/9 21:02:22,2022/6/9 21:06:58,Wu,70
17,face collection,2022/6/9 21:02:22,2022/6/9 21:08:08,Zheng,70
17,decide,2022/6/9 21:08:08,2022/6/9 21:15:37,Sun,30
17,verify,2022/6/9 21:15:37,2022/6/9 21:20:04,Liu,40
17,pay the fees,2022/6/9 21:20:04,2022/6/9 21:24:39,Gao,20
189,register,2022/6/16 0:29:28,2022/6/16 0:38:47,Lee,40
189,face collection,2022/6/16 0:38:47,2022/6/16 0:45:35,Zheng,70
189,fingerprint collection,2022/6/16 0:38:47,2022/6/16 0:43:31,Wu,70
189,decide,2022/6/16 0:45:35,2022/6/16 0:52:39,Sun,30
189,verify,2022/6/16 0:52:39,2022/6/16 0:57:14,Liu,40
189,pay the fees,2022/6/16 0:57:14,2022/6/16 17:01:34,Gao,20
167,register,2022/6/15 19:52:33,2022/6/15 20:00:25,Lee,40
167,face collection,2022/6/15 20:00:25,2022/6/15 20:06:44,Wu,70
167,fingerprint collection,2022/6/15 20:00:25,2022/6/15 20:04:23,Zheng,70
167,fingerprint collection,2022/6/15 20:05:25,2022/6/15 20:07:23,Zheng,70
167,decide,2022/6/15 20:08:04,2022/6/15 20:17:12,Sun,30
167,verify,2022/6/15 20:17:12,2022/6/15 20:22:27,Gao,40
167,pay the fees,2022/6/15 20:22:27,2022/6/15 20:26:07,Zhao,20
188,face collection,2022/6/16 0:22:37,2022/6/16 0:28:59,Wu,70
188,fingerprint collection,2022/6/16 0:22:37,2022/6/16 0:26:06,Qi,70
188,decide,2022/6/16 0:28:59,2022/6/16 0:37:20,Sun,30
188,pay the fees,2022/6/16 0:42:53,2022/6/16 0:45:58,Liu,20
280,register,2022/6/20 19:24:18,2022/6/20 19:30:08,Lee,40
280,face collection,2022/6/20 19:30:08,2022/6/20 19:36:58,Wu,70
280,fingerprint collection,2022/6/20 19:31:42,2022/6/20 19:36:19,Zheng,70
280,decide,2022/6/20 19:40:59,2022/6/20 19:48:52,Sun,30
280,verify,2022/6/20 19:48:52,2022/6/20 19:54:08,Liu,40
280,pay the fees,2022/6/20 19:54:08,2022/6/20 19:57:57,Zhao,20
185,register,2022/6/15 23:40:07,2022/6/15 23:46:11,Wang,40
185,face collection,2022/6/15 23:46:11,2022/6/15 23:53:11,Zheng,70
185,fingerprint collection,2022/6/15 23:46:11,2022/6/15 23:50:21,Qi,70
185,decide,2022/6/15 23:53:11,2022/6/16 0:00:35,Sun,30
185,pay the fees,2022/6/16 0:04:48,2022/6/16 0:08:42,Zhao,20
163,register,2022/6/15 19:01:38,2022/6/15 19:08:37,Wang,40
163,face collection,2022/6/15 19:08:37,2022/6/15 19:14:10,Zheng,70
163,fingerprint collection,2022/6/15 19:08:37,2022/6/15 19:11:50,Qi,70
163,decide,2022/6/15 19:14:10,2022/6/15 19:21:40,Sun,30
163,verify,2022/6/15 19:21:40,2022/6/15 19:26:29,Gao,40
163,pay the fees,2022/6/15 19:26:29,2022/6/15 19:30:44,Zhao,20
164,register,2022/6/15 19:13:59,2022/6/15 19:22:23,Lee,40
164,face collection,2022/6/15 19:22:23,2022/6/15 19:27:52,Wu,70
164,fingerprint collection,2022/6/15 19:22:23,2022/6/15 19:25:33,Qi,70
164,decide,2022/6/15 19:27:52,2022/6/15 19:35:53,Sun,30
164,verify,2022/6/15 19:35:53,2022/6/15 19:40:46,Liu,40
164,pay the fees,2022/6/15 19:40:46,2022/6/15 19:44:06,Gao,20
284,register,2022/6/20 20:13:52,2022/6/20 20:21:07,Lee,40
284,face collection,2022/6/20 20:21:07,2022/6/20 20:27:16,Wu,70
284,fingerprint collection,2022/6/20 20:21:07,2022/6/20 20:26:07,Zheng,70
284,decide,2022/6/20 20:27:16,2022/6/20 20:33:04,Sun,30
284,verify,2022/6/20 20:33:04,2022/6/20 20:38:04,Liu,40
284,pay the fees,2022/6/20 20:38:04,2022/6/20 20:41:12,Zhao,20
285,register,2022/6/20 20:26:14,2022/6/20 20:32:09,Wang,40
285,face collection,2022/6/20 20:32:09,2022/6/20 20:38:01,Qi,70
285,fingerprint collection,2022/6/20 20:32:09,2022/6/20 20:36:14,Zheng,70
285,decide,2022/6/20 20:38:01,2022/6/20 20:44:29,Sun,30
285,verify,2022/6/20 20:44:29,2022/6/20 20:49:08,Gao,40
285,pay the fees,2022/6/20 20:49:08,2022/6/20 20:52:55,Liu,20
13,face collection,2022/6/9 19:46:46,2022/6/9 19:52:02,Zheng,70
13,fingerprint collection,2022/6/9 19:46:46,2022/6/9 19:51:29,Qi,70
13,decide,2022/6/9 19:52:02,2022/6/9 20:00:25,Sun,30
13,verify,2022/6/9 20:00:25,2022/6/9 20:04:28,Gao,40
13,pay the fees,2022/6/9 20:04:28,2022/6/9 20:09:20,Zhao,20
34,register,2022/6/9 23:54:47,2022/6/10 0:02:20,Lee,40
34,face collection,2022/6/10 0:02:20,2022/6/10 0:08:50,Zheng,70
34,fingerprint collection,2022/6/10 0:02:20,2022/6/10 0:05:46,Qi,70
34,decide,2022/6/10 0:09:25,2022/6/10 0:17:49,Sun,30
34,verify,2022/6/10 0:17:49,2022/6/10 0:22:44,Zhao,40
34,pay the fees,2022/6/10 0:22:44,2022/6/10 0:26:38,Liu,20
12,face collection,2022/6/9 19:35:43,2022/6/9 19:41:44,Wu,70
12,fingerprint collection,2022/6/9 19:35:43,2022/6/9 19:39:36,Qi,70
12,decide,2022/6/9 19:41:44,2022/6/9 19:51:21,Sun,30
12,pay the fees,2022/6/9 19:56:18,2022/6/9 20:00:29,Liu,20
281,register,2022/6/20 19:35:52,2022/6/20 19:42:21,Wang,40
281,face collection,2022/6/20 19:42:21,2022/6/20 19:48:39,Qi,70
281,fingerprint collection,2022/6/20 19:42:21,2022/6/20 19:46:29,Zheng,70
281,decide,2022/6/20 19:48:52,2022/6/20 19:54:17,Sun,30
281,verify,2022/6/20 19:54:17,2022/6/20 19:58:55,Gao,40
281,pay the fees,2022/6/20 19:58:55,2022/6/20 20:03:50,Liu,20
33,register,2022/6/9 23:43:41,2022/6/9 23:52:12,Wang,40
33,face collection,2022/6/9 23:52:12,2022/6/9 23:57:40,Wu,70
33,fingerprint collection,2022/6/9 23:52:12,2022/6/9 23:55:27,Qi,70
33,fingerprint collection,2022/6/9 23:56:12,2022/6/9 23:59:27,Qi,70
33,decide,2022/6/10 0:02:29,2022/6/10 0:09:25,Sun,30
33,verify,2022/6/10 0:09:25,2022/6/10 0:14:46,Liu,40
33,pay the fees,2022/6/10 0:14:46,2022/6/10 0:19:27,Gao,20
168,register,2022/6/15 20:03:21,2022/6/15 20:11:47,Lee,40
168,face collection,2022/6/15 20:11:47,2022/6/15 20:18:29,Wu,70
168,fingerprint collection,2022/6/15 20:11:47,2022/6/15 20:16:13,Qi,70
168,decide,2022/6/15 20:25:32,2022/6/15 20:31:12,Sun,30
168,verify,2022/6/15 20:31:12,2022/6/15 20:35:24,Zhao,40
168,pay the fees,2022/6/15 20:35:24,2022/6/15 20:38:29,Liu,20
391,register,2022/6/23 18:21:52,2022/6/23 18:30:15,Wang,40
391,face collection,2022/6/23 18:30:15,2022/6/23 18:36:28,Zheng,70
391,fingerprint collection,2022/6/23 18:32:53,2022/6/23 18:37:12,Qi,70
391,decide,2022/6/23 18:42:32,2022/6/23 18:49:28,Sun,30
391,verify,2022/6/23 18:49:28,2022/6/23 18:53:58,Gao,40
391,pay the fees,2022/6/23 18:53:58,2022/6/23 18:58:09,Zhao,20
40,register,2022/6/10 17:09:07,2022/6/10 17:17:11,Lee,40
40,face collection,2022/6/10 17:17:11,2022/6/10 17:23:51,Zheng,70
40,fingerprint collection,2022/6/10 17:17:11,2022/6/10 17:20:15,Qi,70
40,decide,2022/6/10 17:23:51,2022/6/10 17:32:43,Sun,30
40,retest information,2022/6/10 17:32:43,2022/6/10 17:38:15,Lee,60
40,fingerprint collection,2022/6/10 17:38:15,2022/6/10 17:41:48,Zheng,70
40,face collection,2022/6/10 17:38:15,2022/6/10 17:43:34,Qi,70
40,decide,2022/6/10 17:43:34,2022/6/10 17:52:27,Sun,30
40,verify,2022/6/10 17:52:27,2022/6/10 17:57:42,Gao,40
40,pay the fees,2022/6/10 17:57:42,2022/6/10 18:02:37,Zhao,20
48,register,2022/6/10 18:52:24,2022/6/10 18:57:56,Wang,40
48,face collection,2022/6/10 18:57:56,2022/6/10 19:03:55,Zheng,70
48,fingerprint collection,2022/6/10 18:57:56,2022/6/10 19:01:45,Wu,70
48,fingerprint collection,2022/6/10 19:02:56,2022/6/10 19:07:45,Wu,70
48,decide,2022/6/10 19:08:50,2022/6/10 19:14:23,Sun,30
48,verify,2022/6/10 19:14:23,2022/6/10 19:19:31,Liu,40
48,pay the fees,2022/6/10 19:19:31,2022/6/10 19:22:46,Gao,20
278,register,2022/6/20 18:56:17,2022/6/20 19:06:15,Wang,40
278,face collection,2022/6/20 19:06:15,2022/6/20 19:13:01,Zheng,70
278,fingerprint collection,2022/6/20 19:06:17,2022/6/20 19:10:03,Qi,70
278,fingerprint collection,2022/6/20 19:11:17,2022/6/20 19:14:03,Qi,70
278,decide,2022/6/20 19:15:37,2022/6/20 19:21:37,Sun,30
278,retest information,2022/6/20 19:21:37,2022/6/20 19:27:01,Wang,60
278,fingerprint collection,2022/6/20 19:27:01,2022/6/20 19:31:42,Zheng,70
278,face collection,2022/6/20 19:27:01,2022/6/20 19:33:23,Qi,70
278,decide,2022/6/20 19:33:23,2022/6/20 19:40:59,Sun,30
278,pay the fees,2022/6/20 19:45:27,2022/6/20 19:49:33,Gao,20
395,register,2022/6/23 19:11:00,2022/6/23 19:16:56,Wang,40
395,face collection,2022/6/23 19:16:56,2022/6/23 19:23:48,Qi,70
395,fingerprint collection,2022/6/23 19:16:56,2022/6/23 19:20:09,Zheng,70
395,decide,2022/6/23 19:23:48,2022/6/23 19:32:44,Sun,30
395,verify,2022/6/23 19:32:44,2022/6/23 19:38:05,Liu,40
395,pay the fees,2022/6/23 19:38:05,2022/6/23 19:42:35,Gao,20
160,register,2022/6/15 18:22:08,2022/6/15 18:30:05,Wang,40
160,face collection,2022/6/15 18:30:05,2022/6/15 18:35:13,Zheng,70
160,fingerprint collection,2022/6/15 18:30:05,2022/6/15 18:35:00,Wu,70
160,decide,2022/6/15 18:35:13,2022/6/15 18:42:53,Sun,30
160,verify,2022/6/15 18:42:53,2022/6/15 18:47:56,Zhao,40
160,pay the fees,2022/6/15 18:47:56,2022/6/15 18:52:16,Liu,20
388,register,2022/6/23 17:39:19,2022/6/23 17:48:40,Lee,40
388,face collection,2022/6/23 17:48:40,2022/6/23 17:55:14,Wu,70
388,fingerprint collection,2022/6/23 17:51:28,2022/6/23 17:56:09,Qi,70
388,decide,2022/6/23 18:00:49,2022/6/23 18:09:12,Sun,30
388,verify,2022/6/23 18:09:12,2022/6/23 18:13:38,Zhao,40
388,pay the fees,2022/6/23 18:13:38,2022/6/23 18:16:40,Liu,20
399,register,2022/6/23 20:01:42,2022/6/23 20:10:19,Lee,40
399,face collection,2022/6/23 20:10:19,2022/6/23 20:15:34,Wu,70
399,fingerprint collection,2022/6/23 20:10:19,2022/6/23 20:13:24,Qi,70
399,decide,2022/6/23 20:15:34,2022/6/23 20:24:06,Sun,30
399,verify,2022/6/23 20:24:06,2022/6/23 20:29:26,Zhao,40
399,pay the fees,2022/6/23 20:29:26,2022/6/23 20:34:03,Liu,20
170,register,2022/6/15 20:27:02,2022/6/15 20:32:13,Lee,40
170,face collection,2022/6/15 20:32:13,2022/6/15 20:38:34,Wu,70
170,fingerprint collection,2022/6/15 20:32:13,2022/6/15 20:36:40,Qi,70
170,decide,2022/6/15 20:40:20,2022/6/15 20:47:19,Sun,30
170,verify,2022/6/15 20:47:19,2022/6/15 20:52:35,Gao,40
170,pay the fees,2022/6/15 20:52:35,2022/6/15 20:57:31,Zhao,20
191,face collection,2022/6/16 17:01:14,2022/6/16 17:07:34,Zheng,70
191,fingerprint collection,2022/6/16 17:01:14,2022/6/16 17:04:26,Wu,70
191,decide,2022/6/16 17:07:34,2022/6/16 17:15:54,Sun,30
191,leave,2022/6/16 17:15:54,2022/6/16 17:19:45,Zhou,10
195,register,2022/6/16 17:44:37,2022/6/16 17:51:22,Lee,40
195,face collection,2022/6/16 17:51:22,2022/6/16 17:58:01,Zheng,70
195,fingerprint collection,2022/6/16 17:51:22,2022/6/16 17:55:10,Wu,70
195,decide,2022/6/16 18:05:13,2022/6/16 18:14:24,Sun,30
195,verify,2022/6/16 18:14:24,2022/6/16 18:18:25,Gao,40
195,pay the fees,2022/6/16 18:18:25,2022/6/16 18:21:33,Zhao,20
178,register,2022/6/15 22:13:46,2022/6/15 22:22:56,Lee,40
178,face collection,2022/6/15 22:22:56,2022/6/15 22:28:24,Wu,70
178,fingerprint collection,2022/6/15 22:22:56,2022/6/15 22:26:20,Qi,70
178,decide,2022/6/15 22:28:24,2022/6/15 22:34:00,Sun,30
178,pay the fees,2022/6/15 22:38:38,2022/6/15 22:42:31,Liu,20
199,register,2022/6/16 18:32:00,2022/6/16 18:38:34,Lee,40
199,face collection,2022/6/16 18:38:34,2022/6/16 18:45:26,Zheng,70
199,fingerprint collection,2022/6/16 18:38:34,2022/6/16 18:41:46,Wu,70
199,decide,2022/6/16 18:45:26,2022/6/16 18:51:22,Sun,30
199,retest information,2022/6/16 18:51:22,2022/6/16 18:57:49,Lee,60
199,fingerprint collection,2022/6/16 18:57:49,2022/6/16 19:01:53,Zheng,70
199,face collection,2022/6/16 18:57:49,2022/6/16 19:03:30,Wu,70
199,decide,2022/6/16 19:03:30,2022/6/16 19:10:30,Sun,30
199,verify,2022/6/16 19:10:30,2022/6/16 19:15:10,Liu,40
199,pay the fees,2022/6/16 19:15:10,2022/6/16 19:18:11,Gao,20
291,register,2022/6/20 21:45:13,2022/6/20 21:52:12,Lee,40
291,face collection,2022/6/20 21:52:12,2022/6/20 21:57:34,Wu,70
291,fingerprint collection,2022/6/20 21:52:12,2022/6/20 21:55:14,Qi,70
291,decide,2022/6/20 21:57:34,2022/6/20 22:06:06,Sun,30
291,verify,2022/6/20 22:06:06,2022/6/20 22:12:01,Zhao,40
291,pay the fees,2022/6/20 22:12:01,2022/6/20 22:15:44,Gao,20
174,register,2022/6/15 21:21:52,2022/6/15 21:27:01,Lee,40
174,face collection,2022/6/15 21:27:01,2022/6/15 21:32:21,Wu,70
174,fingerprint collection,2022/6/15 21:27:01,2022/6/15 21:30:47,Qi,70
174,decide,2022/6/15 21:32:21,2022/6/15 21:41:25,Sun,30
174,verify,2022/6/15 21:41:25,2022/6/15 21:47:09,Liu,40
174,pay the fees,2022/6/15 21:47:09,2022/6/15 21:50:12,Gao,20
153,register,2022/6/15 0:50:21,2022/6/15 0:55:22,Lee,40
153,face collection,2022/6/15 0:55:22,2022/6/15 17:01:58,Zheng,70
153,fingerprint collection,2022/6/15 0:55:22,2022/6/15 0:58:25,Qi,70
153,decide,2022/6/15 17:07:43,2022/6/15 17:13:43,Sun,30
153,retest information,2022/6/15 17:13:43,2022/6/15 17:19:43,Wang,60
153,fingerprint collection,2022/6/15 17:19:43,2022/6/15 17:22:48,Qi,70
153,face collection,2022/6/15 17:19:43,2022/6/15 17:26:07,Wu,70
153,decide,2022/6/15 17:27:48,2022/6/15 17:36:35,Sun,30
153,verify,2022/6/15 17:36:35,2022/6/15 17:41:35,Gao,40
153,pay the fees,2022/6/15 17:41:35,2022/6/15 17:45:35,Zhao,20
274,face collection,2022/6/20 18:10:28,2022/6/20 18:16:48,Wu,70
274,fingerprint collection,2022/6/20 18:10:28,2022/6/20 18:13:36,Zheng,70
274,fingerprint collection,2022/6/20 18:14:28,2022/6/20 18:16:36,Zheng,70
274,decide,2022/6/20 18:19:30,2022/6/20 18:26:43,Sun,30
274,retest information,2022/6/20 18:26:43,2022/6/20 18:32:34,Lee,60
274,fingerprint collection,2022/6/20 18:32:34,2022/6/20 18:35:48,Wu,70
274,face collection,2022/6/20 18:32:34,2022/6/20 18:38:24,Zheng,70
274,decide,2022/6/20 18:38:24,2022/6/20 18:46:48,Sun,30
274,pay the fees,2022/6/20 18:50:57,2022/6/20 18:55:35,Liu,20
295,register,2022/6/20 22:33:44,2022/6/20 22:39:28,Lee,40
295,face collection,2022/6/20 22:39:28,2022/6/20 22:45:53,Wu,70
295,fingerprint collection,2022/6/20 22:39:28,2022/6/20 22:44:17,Qi,70
295,decide,2022/6/20 22:45:53,2022/6/20 22:53:16,Sun,30
295,verify,2022/6/20 22:53:16,2022/6/20 22:58:08,Zhao,40
295,pay the fees,2022/6/20 22:58:08,2022/6/20 23:02:22,Gao,20
44,face collection,2022/6/10 18:08:57,2022/6/10 18:13:58,Qi,70
44,fingerprint collection,2022/6/10 18:08:57,2022/6/10 18:13:55,Wu,70
44,decide,2022/6/10 18:15:12,2022/6/10 18:24:33,Sun,30
44,verify,2022/6/10 18:24:33,2022/6/10 18:30:18,Gao,40
44,pay the fees,2022/6/10 18:30:18,2022/6/10 18:33:58,Zhao,20
23,register,2022/6/9 21:45:06,2022/6/9 21:51:06,Lee,40
23,face collection,2022/6/9 21:51:06,2022/6/9 21:57:12,Zheng,70
23,fingerprint collection,2022/6/9 21:51:06,2022/6/9 21:55:52,Wu,70
23,decide,2022/6/9 22:14:41,2022/6/9 22:22:21,Sun,30
23,verify,2022/6/9 22:22:21,2022/6/9 22:26:47,Liu,40
23,pay the fees,2022/6/9 22:26:47,2022/6/9 22:30:14,Gao,20
270,register,2022/6/20 17:10:09,2022/6/20 17:18:55,Wang,40
270,face collection,2022/6/20 17:18:55,2022/6/20 17:24:40,Wu,70
270,fingerprint collection,2022/6/20 17:18:55,2022/6/20 17:22:48,Qi,70
270,decide,2022/6/20 17:24:40,2022/6/20 17:30:25,Sun,30
270,verify,2022/6/20 17:30:25,2022/6/20 17:34:44,Zhao,40
270,pay the fees,2022/6/20 17:34:44,2022/6/20 17:39:04,Gao,20
157,register,2022/6/15 17:39:04,2022/6/15 17:46:52,Lee,40
157,face collection,2022/6/15 17:46:52,2022/6/15 17:53:14,Qi,70
157,fingerprint collection,2022/6/15 17:46:52,2022/6/15 17:50:06,Wu,70
157,decide,2022/6/15 17:59:00,2022/6/15 18:07:33,Sun,30
157,pay the fees,2022/6/15 18:12:08,2022/6/15 18:16:43,Zhao,20
60,register,2022/6/10 21:21:12,2022/6/10 21:26:23,Lee,40
60,face collection,2022/6/10 21:26:23,2022/6/10 21:32:56,Qi,70
