case,Activity,startTime,completeTime,org:resource,fixedCost
17,Submit a paper,2022/11/8 20:38:13,2022/11/8 20:45:47,Sam,70
17,A Expert Review,2022/11/8 20:45:47,2022/11/8 20:52:14,Jack,50
17,B Expert Review,2022/11/8 20:45:47,2022/11/8 20:54:32,Amy,60
17,decide,2022/11/8 20:54:32,2022/11/8 20:58:10,Bob,70
189,Submit a paper,2022/11/15 0:31:38,2022/11/15 0:37:48,Sam,70
189,A Expert Review,2022/11/15 0:37:48,2022/11/15 0:43:59,Jack,50
189,B Expert Review,2022/11/15 0:37:48,2022/11/15 0:47:15,Amy,60
189,decide,2022/11/15 0:47:15,2022/11/15 0:51:02,Bob,70
189,B Expert Review,2022/11/15 0:51:02,2022/11/15 0:56:19,Amy,60
167,Submit a paper,2022/11/14 19:51:34,2022/11/14 19:57:41,Sam,70
167,A Expert Review,2022/11/14 19:57:41,2022/11/14 20:04:19,Jack,50
167,B Expert Review,2022/11/14 19:57:41,2022/11/14 20:06:52,Amy,60
167,decide,2022/11/14 20:06:52,2022/11/14 20:12:07,Bob,70
167,refuse,2022/11/14 20:12:07,2022/11/14 20:18:26,Andy,50
188,Submit a paper,2022/11/15 0:18:57,2022/11/15 0:26:11,Sam,70
188,A Expert Review,2022/11/15 0:26:11,2022/11/15 0:33:53,Jack,50
188,B Expert Review,2022/11/15 0:26:11,2022/11/15 0:31:34,Amy,60
188,decide,2022/11/15 0:33:53,2022/11/15 0:37:17,Bob,70
188,pass,2022/11/15 0:37:17,2022/11/15 0:41:49,Dino,70
280,Submit a paper,2022/11/17 19:26:51,2022/11/17 19:34:41,Sam,70
280,A Expert Review,2022/11/17 19:36:15,2022/11/17 19:46:10,Jack,50
280,B Expert Review,2022/11/17 19:36:39,2022/11/17 19:46:16,Amy,60
280,decide,2022/11/17 19:46:16,2022/11/17 19:51:03,Bob,70
185,Submit a paper,2022/11/14 23:39:29,2022/11/14 23:46:49,Sam,70
185,A Expert Review,2022/11/14 23:46:49,2022/11/14 23:53:27,Jack,50
185,B Expert Review,2022/11/14 23:51:15,2022/11/14 23:57:52,Amy,60
185,decide,2022/11/14 23:57:52,2022/11/15 0:01:26,Bob,70
163,Submit a paper,2022/11/14 19:03:17,2022/11/14 19:10:24,Sam,70
163,A Expert Review,2022/11/14 19:10:24,2022/11/14 19:18:02,Jack,50
163,B Expert Review,2022/11/14 19:10:24,2022/11/14 19:18:09,Amy,60
163,decide,2022/11/14 19:18:09,2022/11/14 19:23:33,Bob,70
163,pass,2022/11/14 19:23:33,2022/11/14 19:27:27,Dino,70
164,Submit a paper,2022/11/14 19:19:53,2022/11/14 19:27:25,Sam,70
164,A Expert Review,2022/11/14 19:27:25,2022/11/14 19:33:10,Jack,50
164,B Expert Review,2022/11/14 19:27:25,2022/11/14 19:33:10,Amy,60
164,decide,2022/11/14 19:33:10,2022/11/14 19:36:27,Bob,70
164,pass,2022/11/14 19:36:27,2022/11/14 19:42:14,Dino,70
284,Submit a paper,2022/11/17 20:11:23,2022/11/17 20:17:20,Sam,70
284,A Expert Review,2022/11/17 20:17:20,2022/11/17 20:27:12,Jack,50
284,B Expert Review,2022/11/17 20:17:20,2022/11/17 20:22:58,Amy,60
284,B Expert Review,2022/11/17 20:22:58,2022/11/17 20:26:58,Amy,60
284,decide,2022/11/17 20:27:12,2022/11/17 20:30:45,Bob,70
284,pass,2022/11/17 20:30:45,2022/11/17 20:35:31,Dino,70
285,Submit a paper,2022/11/17 20:21:41,2022/11/17 20:27:19,Sam,70
285,A Expert Review,2022/11/17 20:27:19,2022/11/17 20:36:41,Jack,50
285,B Expert Review,2022/11/17 20:27:19,2022/11/17 20:32:25,Amy,60
285,decide,2022/11/17 20:36:41,2022/11/17 20:40:02,Bob,70
285,pass,2022/11/17 20:40:02,2022/11/17 20:45:36,Dino,70
13,Submit a paper,2022/11/8 19:47:19,2022/11/8 19:55:09,Sam,70
13,A Expert Review,2022/11/8 19:55:09,2022/11/8 20:01:26,Jack,50
13,B Expert Review,2022/11/8 19:55:09,2022/11/8 20:04:51,Amy,60
13,decide,2022/11/8 20:04:51,2022/11/8 20:10:42,Bob,70
13,pass,2022/11/8 20:10:42,2022/11/8 20:13:54,Dino,70
34,Submit a paper,2022/11/9 0:09:49,2022/11/9 0:16:49,Sam,70
34,A Expert Review,2022/11/9 0:16:49,2022/11/9 0:24:20,Jack,50
34,B Expert Review,2022/11/9 0:16:49,2022/11/9 0:24:50,Amy,60
34,decide,2022/11/9 0:24:50,2022/11/9 0:28:36,Bob,70
34,pass,2022/11/9 0:28:36,2022/11/9 0:33:18,Dino,70
12,Submit a paper,2022/11/8 19:36:44,2022/11/8 19:42:13,Sam,70
12,A Expert Review,2022/11/8 19:42:13,2022/11/8 19:51:15,Jack,50
12,B Expert Review,2022/11/8 19:42:13,2022/11/8 19:47:35,Amy,60
12,B Expert Review,2022/11/8 19:47:35,2022/11/8 19:50:35,Amy,60
12,decide,2022/11/8 19:51:15,2022/11/8 19:55:43,Bob,70
12,pass,2022/11/8 19:55:43,2022/11/8 19:58:57,Dino,70
281,Submit a paper,2022/11/17 19:34:41,2022/11/17 19:41:59,Sam,70
281,A Expert Review,2022/11/17 19:46:10,2022/11/17 19:54:08,Jack,50
281,B Expert Review,2022/11/17 19:46:16,2022/11/17 19:53:37,Amy,60
281,decide,2022/11/17 19:54:08,2022/11/17 20:00:00,Bob,70
281,pass,2022/11/17 20:00:00,2022/11/17 20:03:24,Dino,70
33,Submit a paper,2022/11/8 23:57:52,2022/11/9 0:03:41,Sam,70
33,A Expert Review,2022/11/9 0:03:41,2022/11/9 0:11:12,Jack,50
33,B Expert Review,2022/11/9 0:03:41,2022/11/9 0:12:43,Amy,60
33,decide,2022/11/9 0:12:43,2022/11/9 0:16:03,Bob,70
33,B Expert Review,2022/11/9 0:16:03,2022/11/9 0:22:41,Amy,60
168,Submit a paper,2022/11/14 20:04:08,2022/11/14 20:10:53,Sam,70
168,A Expert Review,2022/11/14 20:10:53,2022/11/14 20:18:03,Jack,50
168,B Expert Review,2022/11/14 20:10:53,2022/11/14 20:19:17,Amy,60
168,decide,2022/11/14 20:19:17,2022/11/14 20:25:03,Bob,70
168,pass,2022/11/14 20:25:03,2022/11/14 20:30:13,Dino,70
391,Submit a paper,2022/11/22 18:44:12,2022/11/22 18:50:35,Sam,70
391,A Expert Review,2022/11/22 18:50:35,2022/11/22 18:57:37,Jack,50
391,B Expert Review,2022/11/22 18:50:35,2022/11/22 18:57:40,Amy,60
391,decide,2022/11/22 18:57:40,2022/11/22 19:01:17,Bob,70
391,refuse,2022/11/22 19:01:17,2022/11/22 19:05:26,Andy,50
40,Submit a paper,2022/11/9 17:28:49,2022/11/9 17:34:46,Sam,70
40,A Expert Review,2022/11/9 17:34:46,2022/11/9 17:43:23,Jack,50
40,B Expert Review,2022/11/9 17:34:46,2022/11/9 17:44:18,Amy,60
40,decide,2022/11/9 17:44:18,2022/11/9 17:48:02,Bob,70
40,modify,2022/11/9 21:28:37,2022/11/10 0:47:50,Allen,60
40,Submit a paper,2022/11/10 0:49:55,2022/11/10 0:55:56,Sam,70
40,A Expert Review,2022/11/10 0:55:56,2022/11/10 17:02:45,Jack,50
40,B Expert Review,2022/11/10 0:57:45,2022/11/10 17:03:07,Amy,60
40,decide,2022/11/10 17:03:13,2022/11/10 17:06:43,Bob,70
40,pass,2022/11/10 17:06:43,2022/11/10 17:11:01,Dino,70
48,Submit a paper,2022/11/9 19:16:12,2022/11/9 19:22:28,Sam,70
48,A Expert Review,2022/11/9 19:22:28,2022/11/9 19:30:30,Jack,50
48,B Expert Review,2022/11/9 19:22:28,2022/11/9 19:31:43,Amy,60
48,decide,2022/11/9 19:31:43,2022/11/9 19:34:52,Bob,70
48,B Expert Review,2022/11/9 19:34:52,2022/11/9 19:40:22,Amy,60
278,Submit a paper,2022/11/17 18:53:02,2022/11/17 18:59:51,Sam,70
278,A Expert Review,2022/11/17 18:59:51,2022/11/17 19:08:42,Jack,50
278,B Expert Review,2022/11/17 18:59:51,2022/11/17 19:06:16,Amy,60
278,decide,2022/11/17 19:08:42,2022/11/17 19:13:33,Bob,70
278,pass,2022/11/17 19:13:33,2022/11/17 19:18:54,Dino,70
395,Submit a paper,2022/11/22 19:35:01,2022/11/22 19:41:48,Sam,70
395,A Expert Review,2022/11/22 19:41:48,2022/11/22 19:50:22,Jack,50
395,B Expert Review,2022/11/22 19:41:48,2022/11/22 19:47:17,Amy,60
395,decide,2022/11/22 19:50:22,2022/11/22 19:54:04,Bob,70
395,pass,2022/11/22 19:54:04,2022/11/22 19:59:47,Dino,70
160,Submit a paper,2022/11/14 18:25:04,2022/11/14 18:33:01,Sam,70
160,A Expert Review,2022/11/14 18:33:01,2022/11/14 18:41:48,Jack,50
160,B Expert Review,2022/11/14 18:33:01,2022/11/14 18:42:12,Amy,60
160,decide,2022/11/14 18:42:12,2022/11/14 18:48:02,Bob,70
160,pass,2022/11/14 18:48:02,2022/11/14 18:53:46,Dino,60
388,Submit a paper,2022/11/22 18:02:32,2022/11/22 18:09:47,Sam,70
388,A Expert Review,2022/11/22 18:09:47,2022/11/22 18:16:50,Jack,50
388,B Expert Review,2022/11/22 18:09:47,2022/11/22 18:18:55,Amy,60
388,decide,2022/11/22 18:18:55,2022/11/22 18:22:13,Bob,70
388,modify,2022/12/2 21:19:58,2022/12/5 17:17:32,Allen,60
388,Submit a paper,2022/12/5 17:17:32,2022/12/5 17:24:10,Sam,70
388,A Expert Review,2022/12/5 17:24:10,2022/12/5 17:31:54,Jack,50
388,B Expert Review,2022/12/5 17:24:10,2022/12/5 17:31:02,Amy,60
388,decide,2022/12/5 17:31:54,2022/12/5 17:36:49,Bob,70
388,A Expert Review,2022/12/5 17:36:49,2022/12/5 17:40:56,Jack,50
399,Submit a paper,2022/11/22 20:25:56,2022/11/22 20:32:21,Sam,70
399,A Expert Review,2022/11/22 20:32:21,2022/11/22 20:38:46,Jack,50
399,B Expert Review,2022/11/22 20:32:21,2022/11/22 20:37:22,Amy,60
399,decide,2022/11/22 20:38:46,2022/11/22 20:41:59,Bob,70
399,pass,2022/11/22 20:41:59,2022/11/22 20:45:51,Dino,70
170,Submit a paper,2022/11/14 20:32:14,2022/11/14 20:38:54,Sam,70
170,B Expert Review,2022/11/14 20:40:09,2022/11/14 20:46:34,Amy,60
170,A Expert Review,2022/11/14 20:40:20,2022/11/14 20:46:50,Jack,50
170,decide,2022/11/14 20:46:50,2022/11/14 20:52:12,Bob,70
170,modify,2022/11/18 19:22:29,2022/11/18 22:27:16,Allen,60
170,Submit a paper,2022/11/18 22:27:17,2022/11/18 22:35:05,Sam,70
170,A Expert Review,2022/11/18 22:35:05,2022/11/18 22:42:57,Jack,50
170,B Expert Review,2022/11/18 22:35:05,2022/11/18 22:43:27,Amy,60
170,decide,2022/11/18 22:43:27,2022/11/18 22:46:54,Bob,70
170,A Expert Review,2022/11/18 22:46:54,2022/11/18 22:52:22,Jack,50
191,Submit a paper,2022/11/15 0:54:25,2022/11/15 17:00:56,Sam,70
191,A Expert Review,2022/11/15 17:00:56,2022/11/15 17:07:24,Jack,50
191,B Expert Review,2022/11/15 17:00:56,2022/11/15 17:06:33,Amy,60
191,decide,2022/11/15 17:07:24,2022/11/15 17:11:04,Bob,70
195,Submit a paper,2022/11/15 17:49:03,2022/11/15 17:56:49,Sam,70
195,A Expert Review,2022/11/15 17:56:49,2022/11/15 18:05:37,Jack,50
195,B Expert Review,2022/11/15 17:56:49,2022/11/15 18:02:49,Amy,60
195,decide,2022/11/15 18:05:37,2022/11/15 18:10:05,Bob,70
195,pass,2022/11/15 18:10:05,2022/11/15 18:13:54,Dino,70
178,Submit a paper,2022/11/14 22:09:50,2022/11/14 22:15:42,Sam,70
178,A Expert Review,2022/11/14 22:15:42,2022/11/14 22:20:49,Jack,50
178,B Expert Review,2022/11/14 22:15:42,2022/11/14 22:24:12,Amy,60
178,decide,2022/11/14 22:24:12,2022/11/14 22:29:55,Bob,70
178,A Expert Review,2022/11/14 22:29:55,2022/11/14 22:35:21,Jack,50
199,Submit a paper,2022/11/15 18:42:15,2022/11/15 18:47:31,Sam,70
199,A Expert Review,2022/11/15 18:47:31,2022/11/15 18:53:33,Jack,50
199,B Expert Review,2022/11/15 18:47:31,2022/11/15 18:54:41,Amy,60
199,decide,2022/11/15 18:54:41,2022/11/15 18:57:56,Bob,70
199,refuse,2022/11/15 18:57:56,2022/11/15 19:02:53,Andy,50
291,Submit a paper,2022/11/17 21:39:58,2022/11/17 21:47:33,Sam,70
291,A Expert Review,2022/11/17 21:47:33,2022/11/17 21:56:47,Jack,50
291,B Expert Review,2022/11/17 21:47:33,2022/11/17 21:53:41,Amy,60
291,decide,2022/11/17 21:56:47,2022/11/17 22:00:21,Bob,70
291,refuse,2022/11/17 22:00:21,2022/11/17 22:06:40,Andy,50
174,Submit a paper,2022/11/14 21:20:24,2022/11/14 21:26:38,Sam,70
174,A Expert Review,2022/11/14 21:26:38,2022/11/14 21:33:49,Jack,50
174,B Expert Review,2022/11/14 21:26:38,2022/11/14 21:35:18,Amy,60
174,decide,2022/11/14 21:35:18,2022/11/14 21:39:09,Bob,70
174,pass,2022/11/14 21:39:09,2022/11/14 21:44:25,Dino,60
153,Submit a paper,2022/11/12 0:53:35,2022/11/14 17:00:57,Sam,70
153,A Expert Review,2022/11/14 17:02:19,2022/11/14 17:07:47,Jack,50
153,B Expert Review,2022/11/14 17:02:25,2022/11/14 17:11:53,Amy,60
153,decide,2022/11/14 17:11:53,2022/11/14 17:15:33,Bob,70
153,pass,2022/11/14 17:15:33,2022/11/14 17:20:03,Dino,70
274,Submit a paper,2022/11/17 18:03:35,2022/11/17 18:09:44,Sam,70
274,A Expert Review,2022/11/17 18:09:44,2022/11/17 18:16:48,Jack,50
274,B Expert Review,2022/11/17 18:09:44,2022/11/17 18:16:45,Amy,60
274,decide,2022/11/17 18:16:48,2022/11/17 18:21:12,Bob,70
274,pass,2022/11/17 18:21:12,2022/11/17 18:26:53,Dino,70
295,Submit a paper,2022/11/17 22:28:41,2022/11/17 22:36:22,Sam,70
295,A Expert Review,2022/11/17 22:36:22,2022/11/17 22:41:37,Jack,50
295,B Expert Review,2022/11/17 22:36:22,2022/11/17 22:41:51,Amy,60
295,decide,2022/11/17 22:41:51,2022/11/17 22:45:29,Bob,70
295,pass,2022/11/17 22:45:29,2022/11/17 22:50:01,Dino,70
44,Submit a paper,2022/11/9 18:19:44,2022/11/9 18:25:44,Sam,70
44,A Expert Review,2022/11/9 18:25:44,2022/11/9 18:35:35,Jack,50
44,B Expert Review,2022/11/9 18:26:01,2022/11/9 18:35:36,Amy,60
44,decide,2022/11/9 18:35:36,2022/11/9 18:38:42,Bob,70
44,pass,2022/11/9 18:38:42,2022/11/9 18:41:51,Dino,70
23,Submit a paper,2022/11/8 21:57:47,2022/11/8 22:04:04,Sam,70
23,A Expert Review,2022/11/8 22:04:18,2022/11/8 22:10:57,Jack,50
23,B Expert Review,2022/11/8 22:05:39,2022/11/8 22:12:17,Amy,60
23,decide,2022/11/8 22:12:17,2022/11/8 22:16:20,Bob,70
23,refuse,2022/11/8 22:16:20,2022/11/8 22:23:07,Andy,50
270,Submit a paper,2022/11/17 17:12:48,2022/11/17 17:17:57,Sam,70
270,A Expert Review,2022/11/17 17:17:57,2022/11/17 17:24:29,Jack,50
270,B Expert Review,2022/11/17 17:17:57,2022/11/17 17:26:24,Amy,60
270,decide,2022/11/17 17:26:24,2022/11/17 17:30:01,Bob,70
270,pass,2022/11/17 17:30:01,2022/11/17 17:33:14,Dino,70
157,Submit a paper,2022/11/14 17:44:18,2022/11/14 17:49:39,Sam,70
157,A Expert Review,2022/11/14 17:49:39,2022/11/14 17:58:03,Jack,50
157,B Expert Review,2022/11/14 17:49:39,2022/11/14 17:56:34,Amy,60
157,decide,2022/11/14 17:58:03,2022/11/14 18:02:03,Bob,70
157,B Expert Review,2022/11/14 18:02:03,2022/11/14 18:05:47,Amy,60
60,Submit a paper,2022/11/9 21:44:41,2022/11/9 21:50:38,Sam,70
60,A Expert Review,2022/11/9 21:50:38,2022/11/9 21:59:29,Jack,50
60,B Expert Review,2022/11/9 21:50:38,2022/11/9 21:59:33,Amy,60
60,decide,2022/11/9 21:59:33,2022/11/9 22:04:35,Bob,70
60,pass,2022/11/9 22:04:35,2022/11/9 22:09:19,Dino,70
370,Submit a paper,2022/11/21 22:17:35,2022/11/21 22:25:33,Sam,70
370,A Expert Review,2022/11/21 22:25:33,2022/11/21 22:33:39,Jack,50
370,B Expert Review,2022/11/21 22:25:33,2022/11/21 22:35:11,Amy,60
370,decide,2022/11/21 22:35:11,2022/11/21 22:39:19,Bob,70
370,pass,2022/11/21 22:39:19,2022/11/21 22:44:56,Dino,70
259,Submit a paper,2022/11/16 23:03:57,2022/11/16 23:11:53,Sam,70
259,A Expert Review,2022/11/16 23:11:53,2022/11/16 23:18:23,Jack,50
259,B Expert Review,2022/11/16 23:11:53,2022/11/16 23:21:24,Amy,60
259,decide,2022/11/16 23:21:24,2022/11/16 23:25:57,Bob,70
259,pass,2022/11/16 23:25:57,2022/11/16 23:31:07,Dino,70
254,Submit a paper,2022/11/16 22:06:59,2022/11/16 22:14:00,Sam,70
254,A Expert Review,2022/11/16 22:14:00,2022/11/16 22:22:31,Jack,50
254,B Expert Review,2022/11/16 22:14:00,2022/11/16 22:21:34,Amy,60
254,decide,2022/11/16 22:22:31,2022/11/16 22:28:31,Bob,70
254,modify,2022/11/24 20:14:11,2022/11/24 23:33:17,Allen,60
254,Submit a paper,2022/11/24 23:37:49,2022/11/24 23:44:17,Sam,70
254,B Expert Review,2022/11/24 23:44:17,2022/11/24 23:51:11,Amy,60
254,A Expert Review,2022/11/24 23:46:01,2022/11/24 23:54:02,Jack,50
254,decide,2022/11/24 23:54:02,2022/11/24 23:58:07,Bob,70
254,modify,2022/12/12 21:39:04,2022/12/13 17:55:57,Allen,60
254,Submit a paper,2022/12/13 17:55:57,2022/12/13 18:02:11,Sam,70
254,A Expert Review,2022/12/13 18:02:11,2022/12/13 18:10:49,Jack,50
254,B Expert Review,2022/12/13 18:02:11,2022/12/13 18:11:01,Amy,60
254,decide,2022/12/13 18:11:01,2022/12/13 18:16:32,Bob,70
254,pass,2022/12/13 18:16:32,2022/12/13 18:21:31,Dino,70
69,Submit a paper,2022/11/9 23:34:55,2022/11/9 23:42:32,Sam,70
69,A Expert Review,2022/11/9 23:42:32,2022/11/9 23:50:55,Jack,50
69,B Expert Review,2022/11/9 23:42:32,2022/11/9 23:50:46,Amy,60
69,decide,2022/11/9 23:50:55,2022/11/9 23:55:54,Bob,70
69,modify,2022/11/10 20:21:09,2022/11/10 23:47:59,Allen,60
69,Submit a paper,2022/11/10 23:51:40,2022/11/10 23:56:55,Sam,70
69,A Expert Review,2022/11/10 23:58:28,2022/11/11 0:05:07,Jack,50
69,B Expert Review,2022/11/11 0:00:22,2022/11/11 0:06:10,Amy,60
69,decide,2022/11/11 0:06:10,2022/11/11 0:11:46,Bob,70
69,pass,2022/11/11 0:11:46,2022/11/11 0:15:41,Dino,70
141,Submit a paper,2022/11/11 22:20:04,2022/11/11 22:26:07,Sam,70
141,A Expert Review,2022/11/11 22:26:07,2022/11/11 22:34:04,Jack,50
141,B Expert Review,2022/11/11 22:26:07,2022/11/11 22:31:23,Amy,60
141,B Expert Review,2022/11/11 22:31:23,2022/11/11 22:33:23,Amy,60
141,decide,2022/11/11 22:34:04,2022/11/11 22:38:17,Bob,70
141,pass,2022/11/11 22:38:17,2022/11/11 22:41:44,Dino,70
375,Submit a paper,2022/11/21 23:21:28,2022/11/21 23:27:42,Sam,70
375,A Expert Review,2022/11/21 23:27:42,2022/11/21 23:33:34,Jack,50
